Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Oct 31, 2019;Nov 1, 2019;1,378,336.00;1,092,901.25;31,134.50
Nov 1, 2019;Nov 2, 2019;1,268,092.00;805,389.50;15,559.00
Nov 2, 2019;Nov 3, 2019;1,224,070.50;586,553.25;41,794.75
Nov 3, 2019;Nov 4, 2019;1,128,963.25;789,166.75;41,637.00
Nov 4, 2019;Nov 5, 2019;1,428,774.75;1,117,387.00;33,375.50
Nov 5, 2019;Nov 6, 2019;1,481,827.75;1,228,457.25;30,516.50
Nov 6, 2019;Nov 7, 2019;1,491,698.75;1,349,382.25;30,962.75
Nov 7, 2019;Nov 8, 2019;1,509,018.00;1,171,690.00;33,990.75
Nov 8, 2019;Nov 9, 2019;1,473,112.75;1,285,377.75;26,969.25
Nov 9, 2019;Nov 10, 2019;1,270,911.75;1,080,604.25;25,581.00
Nov 10, 2019;Nov 11, 2019;1,187,107.75;990,608.00;27,619.75
Nov 11, 2019;Nov 12, 2019;1,525,379.00;1,071,267.50;26,696.00
Nov 12, 2019;Nov 13, 2019;1,566,387.50;1,002,337.25;36,083.50
Nov 13, 2019;Nov 14, 2019;1,529,887.75;1,139,475.00;29,979.25
Nov 14, 2019;Nov 15, 2019;1,519,779.75;1,111,849.75;28,575.75
Nov 15, 2019;Nov 16, 2019;1,536,482.25;1,018,145.50;28,627.75
Nov 16, 2019;Nov 17, 2019;1,316,943.50;965,949.25;30,574.25
Nov 17, 2019;Nov 18, 2019;1,230,224.00;907,550.75;32,544.75
Nov 18, 2019;Nov 19, 2019;1,532,179.25;1,108,915.00;35,077.00
Nov 19, 2019;Nov 20, 2019;1,584,000.00;1,134,492.25;34,095.75
Nov 20, 2019;Nov 21, 2019;1,525,568.50;1,467,292.50;29,058.00
Nov 21, 2019;Nov 22, 2019;1,541,151.75;1,391,676.25;30,689.75
Nov 22, 2019;Nov 23, 2019;1,531,973.50;1,230,867.50;27,194.00
Nov 23, 2019;Nov 24, 2019;1,336,730.50;668,329.25;39,303.00
Nov 24, 2019;Nov 25, 2019;1,213,350.00;864,603.25;22,301.00
Nov 25, 2019;Nov 26, 2019;1,496,715.75;1,421,967.75;25,083.25
Nov 26, 2019;Nov 27, 2019;1,545,751.25;1,295,438.75;26,666.50
Nov 27, 2019;Nov 28, 2019;1,587,324.00;1,041,492.50;27,375.00
Nov 28, 2019;Nov 29, 2019;1,597,619.50;716,650.00;42,297.75
Nov 29, 2019;Nov 30, 2019;1,544,655.00;875,695.25;32,725.25
Nov 30, 2019;Dec 1, 2019;1,290,334.75;1,039,355.25;27,598.50
Dec 1, 2019;Dec 2, 2019;1,230,070.00;1,075,871.75;29,786.50
Dec 2, 2019;Dec 3, 2019;1,496,010.00;1,120,142.00;30,222.75
Dec 3, 2019;Dec 4, 2019;1,571,776.50;1,269,863.00;32,509.75
Dec 4, 2019;Dec 5, 2019;1,580,502.00;1,231,590.00;27,943.00
Dec 5, 2019;Dec 6, 2019;1,611,915.50;1,145,653.00;28,339.75
Dec 6, 2019;Dec 7, 2019;1,620,495.75;742,331.00;33,389.25
Dec 7, 2019;Dec 8, 2019;1,379,209.50;508,705.00;44,169.00
Dec 8, 2019;Dec 9, 2019;1,292,556.75;355,814.25;55,844.25
Dec 9, 2019;Dec 10, 2019;1,558,017.50;775,994.25;36,082.75
Dec 10, 2019;Dec 11, 2019;1,589,590.00;997,095.25;40,612.00
Dec 11, 2019;Dec 12, 2019;1,611,693.25;1,130,113.25;33,702.00
Dec 12, 2019;Dec 13, 2019;1,582,509.50;1,179,860.75;35,258.00
Dec 13, 2019;Dec 14, 2019;1,561,002.25;977,681.00;35,779.50
Dec 14, 2019;Dec 15, 2019;1,361,669.25;508,463.25;33,476.50
Dec 15, 2019;Dec 16, 2019;1,281,929.75;391,561.25;55,786.75
Dec 16, 2019;Dec 17, 2019;1,493,799.25;1,007,702.00;23,997.50
Dec 17, 2019;Dec 18, 2019;1,494,454.25;932,958.75;41,353.75
Dec 18, 2019;Dec 19, 2019;1,482,837.25;1,030,096.00;37,497.25
Dec 19, 2019;Dec 20, 2019;1,462,562.50;864,702.75;39,637.25
Dec 20, 2019;Dec 21, 2019;1,392,270.25;713,058.50;39,025.25
Dec 21, 2019;Dec 22, 2019;1,225,236.25;756,944.75;36,635.00
Dec 22, 2019;Dec 23, 2019;1,159,607.00;726,588.00;42,019.50
Dec 23, 2019;Dec 24, 2019;1,250,114.50;623,112.25;45,231.50
Dec 24, 2019;Dec 25, 2019;1,136,307.50;650,164.75;43,075.75
Dec 25, 2019;Dec 26, 2019;1,064,150.00;750,226.75;38,850.25
Dec 26, 2019;Dec 27, 2019;1,060,206.25;893,807.75;36,666.00
Dec 27, 2019;Dec 28, 2019;1,172,396.25;1,004,565.50;35,874.25
Dec 28, 2019;Dec 29, 2019;1,154,866.50;965,661.50;30,292.75
Dec 29, 2019;Dec 30, 2019;1,124,221.75;728,573.00;33,902.75
Dec 30, 2019;Dec 31, 2019;1,248,096.50;528,998.50;40,809.50
Dec 31, 2019;Jan 1, 2020;1,167,935.75;682,305.00;41,933.50
Jan 1, 2020;Jan 2, 2020;1,090,315.75;821,839.50;38,857.25
Jan 2, 2020;Jan 3, 2020;1,331,574.75;899,497.00;35,959.25
Jan 3, 2020;Jan 4, 2020;1,383,843.25;587,904.00;46,921.50
Jan 4, 2020;Jan 5, 2020;1,303,389.75;487,712.25;34,864.50
Jan 5, 2020;Jan 6, 2020;1,186,788.25;844,330.75;27,241.50
Jan 6, 2020;Jan 7, 2020;1,387,734.25;954,939.25;37,588.75
Jan 7, 2020;Jan 8, 2020;1,535,141.25;1,029,860.75;39,579.00
Jan 8, 2020;Jan 9, 2020;1,571,399.50;986,465.50;36,459.75
Jan 9, 2020;Jan 10, 2020;1,542,292.25;987,806.25;29,939.50
Jan 10, 2020;Jan 11, 2020;1,522,620.25;880,670.50;37,749.25
Jan 11, 2020;Jan 12, 2020;1,328,030.75;774,537.00;27,918.50
Jan 12, 2020;Jan 13, 2020;1,288,505.75;471,074.50;32,576.25
Jan 13, 2020;Jan 14, 2020;1,539,195.50;1,053,930.75;34,135.75
Jan 14, 2020;Jan 15, 2020;1,615,685.50;663,478.00;41,330.25
Jan 15, 2020;Jan 16, 2020;1,585,640.25;675,215.00;39,004.25
Jan 16, 2020;Jan 17, 2020;1,545,182.25;1,021,234.50;41,816.75
Jan 17, 2020;Jan 18, 2020;1,545,423.00;915,058.75;39,859.00
Jan 18, 2020;Jan 19, 2020;1,343,193.00;790,006.75;34,198.75
Jan 19, 2020;Jan 20, 2020;1,229,236.75;917,041.25;28,502.75
Jan 20, 2020;Jan 21, 2020;1,529,006.50;1,266,104.75;37,836.25
Jan 21, 2020;Jan 22, 2020;1,595,396.50;1,165,245.75;29,130.75
Jan 22, 2020;Jan 23, 2020;1,597,361.25;1,326,874.75;40,556.50
Jan 23, 2020;Jan 24, 2020;1,587,881.75;1,449,252.75;37,257.00
Jan 24, 2020;Jan 25, 2020;1,569,452.00;1,322,125.75;37,383.75
Jan 25, 2020;Jan 26, 2020;1,357,639.00;1,157,156.25;20,165.25
Jan 26, 2020;Jan 27, 2020;1,233,826.50;967,069.75;24,070.75
Jan 27, 2020;Jan 28, 2020;1,547,462.25;954,953.75;49,575.50
Jan 28, 2020;Jan 29, 2020;1,604,453.00;768,808.75;41,670.75
Jan 29, 2020;Jan 30, 2020;1,646,152.75;767,549.75;40,183.75
Jan 30, 2020;Jan 31, 2020;1,614,929.50;736,408.00;44,395.75
Jan 31, 2020;Feb 1, 2020;1,565,342.25;635,327.50;45,409.25
Feb 1, 2020;Feb 2, 2020;1,362,480.00;418,357.25;54,267.00
Feb 2, 2020;Feb 3, 2020;1,252,154.00;650,077.75;44,174.25
Feb 3, 2020;Feb 4, 2020;1,531,726.50;851,576.00;42,349.50
Feb 4, 2020;Feb 5, 2020;1,607,783.00;876,682.25;39,571.50
Feb 5, 2020;Feb 6, 2020;1,580,060.00;1,114,554.25;35,917.50
Feb 6, 2020;Feb 7, 2020;1,585,460.00;1,222,499.00;38,438.50
Feb 7, 2020;Feb 8, 2020;1,523,709.50;1,222,008.00;41,594.00
Feb 8, 2020;Feb 9, 2020;1,333,878.75;807,741.25;28,815.00
Feb 9, 2020;Feb 10, 2020;1,283,655.50;374,620.50;45,301.50
Feb 10, 2020;Feb 11, 2020;1,587,886.00;573,557.00;47,564.00
Feb 11, 2020;Feb 12, 2020;1,645,411.00;564,070.25;44,451.50
Feb 12, 2020;Feb 13, 2020;1,636,683.00;634,567.00;40,270.00
Feb 13, 2020;Feb 14, 2020;1,614,392.00;978,035.75;43,388.50
Feb 14, 2020;Feb 15, 2020;1,523,297.00;1,212,611.00;38,845.25
Feb 15, 2020;Feb 16, 2020;1,332,515.25;564,286.00;36,156.75
Feb 16, 2020;Feb 17, 2020;1,283,809.50;304,389.75;41,184.25
Feb 17, 2020;Feb 18, 2020;1,550,089.25;647,504.25;45,041.50
Feb 18, 2020;Feb 19, 2020;1,600,218.75;609,110.50;45,026.00
Feb 19, 2020;Feb 20, 2020;1,582,402.25;716,155.00;42,725.50
Feb 20, 2020;Feb 21, 2020;1,561,168.00;776,771.75;31,784.75
Feb 21, 2020;Feb 22, 2020;1,546,116.50;588,372.75;44,773.00
Feb 22, 2020;Feb 23, 2020;1,363,544.00;297,508.75;47,103.25
Feb 23, 2020;Feb 24, 2020;1,255,409.25;360,453.00;45,711.00
Feb 24, 2020;Feb 25, 2020;1,475,911.25;778,626.25;40,979.00
Feb 25, 2020;Feb 26, 2020;1,541,704.25;634,029.25;46,758.00
Feb 26, 2020;Feb 27, 2020;1,540,229.25;1,026,993.25;34,263.50
Feb 27, 2020;Feb 28, 2020;1,550,928.75;1,182,199.50;45,992.50
Feb 28, 2020;Feb 29, 2020;1,534,500.25;822,955.25;41,373.25
Feb 29, 2020;Mar 1, 2020;1,342,279.00;411,151.50;31,878.00
Mar 1, 2020;Mar 2, 2020;1,229,312.75;391,265.25;47,084.25
Mar 2, 2020;Mar 3, 2020;1,478,471.75;1,091,293.00;36,861.25
Mar 3, 2020;Mar 4, 2020;1,503,506.25;1,155,044.25;41,163.75
Mar 4, 2020;Mar 5, 2020;1,510,674.00;1,196,072.00;41,921.00
Mar 5, 2020;Mar 6, 2020;1,517,444.00;1,113,646.50;37,956.25
Mar 6, 2020;Mar 7, 2020;1,528,042.25;938,843.00;40,752.50
Mar 7, 2020;Mar 8, 2020;1,294,278.50;824,159.75;33,951.00
Mar 8, 2020;Mar 9, 2020;1,225,136.00;517,857.50;52,743.00
Mar 9, 2020;Mar 10, 2020;1,455,491.75;1,043,336.25;34,956.50
Mar 10, 2020;Mar 11, 2020;1,603,121.75;651,795.75;37,969.00
Mar 11, 2020;Mar 12, 2020;1,555,543.50;722,782.50;45,658.75
Mar 12, 2020;Mar 13, 2020;1,567,162.00;533,484.25;53,632.50
Mar 13, 2020;Mar 14, 2020;1,539,160.75;619,321.50;50,994.00
Mar 14, 2020;Mar 15, 2020;1,256,870.00;862,922.50;20,893.50
Mar 15, 2020;Mar 16, 2020;1,216,768.50;422,755.75;42,963.50
Mar 16, 2020;Mar 17, 2020;1,418,329.50;1,023,348.50;34,645.75
Mar 17, 2020;Mar 18, 2020;1,447,366.00;1,036,828.00;38,390.00
Mar 18, 2020;Mar 19, 2020;1,447,226.00;902,138.25;39,760.00
Mar 19, 2020;Mar 20, 2020;1,390,322.25;1,179,050.00;39,309.00
Mar 20, 2020;Mar 21, 2020;1,369,465.75;1,020,693.00;25,678.75
Mar 21, 2020;Mar 22, 2020;1,254,815.50;487,051.25;40,422.75
Mar 22, 2020;Mar 23, 2020;1,175,213.25;377,127.00;46,602.00
Mar 23, 2020;Mar 24, 2020;1,384,922.00;664,235.00;46,877.25
Mar 24, 2020;Mar 25, 2020;1,391,929.25;735,790.25;39,216.25
Mar 25, 2020;Mar 26, 2020;1,386,121.75;727,229.50;44,157.25
Mar 26, 2020;Mar 27, 2020;1,369,013.25;723,165.00;37,069.50
Mar 27, 2020;Mar 28, 2020;1,328,514.25;716,233.50;37,545.75
Mar 28, 2020;Mar 29, 2020;1,168,693.00;574,547.00;45,519.50
Mar 29, 2020;Mar 30, 2020;1,131,082.50;419,456.25;38,676.75
Mar 30, 2020;Mar 31, 2020;1,344,002.75;868,760.00;34,558.25
Mar 31, 2020;Apr 1, 2020;1,351,019.00;1,029,239.25;45,445.00
Apr 1, 2020;Apr 2, 2020;1,389,877.00;879,214.25;46,609.00
Apr 2, 2020;Apr 3, 2020;1,384,999.25;725,811.00;31,732.75
Apr 3, 2020;Apr 4, 2020;1,371,380.75;776,748.25;42,898.25
Apr 4, 2020;Apr 5, 2020;1,142,390.75;775,758.00;46,135.50
Apr 5, 2020;Apr 6, 2020;1,095,891.25;360,422.75;45,964.50
Apr 6, 2020;Apr 7, 2020;1,289,420.50;647,555.00;50,866.25
Apr 7, 2020;Apr 8, 2020;1,287,421.00;897,984.25;52,048.00
Apr 8, 2020;Apr 9, 2020;1,268,423.25;883,127.00;42,905.25
Apr 9, 2020;Apr 10, 2020;1,257,562.50;883,629.50;49,861.00
Apr 10, 2020;Apr 11, 2020;1,035,387.00;710,685.00;39,391.25
Apr 11, 2020;Apr 12, 2020;1,040,559.00;719,782.25;48,347.75
Apr 12, 2020;Apr 13, 2020;989,980.00;607,195.00;42,412.25
Apr 13, 2020;Apr 14, 2020;1,045,570.00;330,804.25;47,895.25
Apr 14, 2020;Apr 15, 2020;1,250,323.75;713,126.75;55,325.00
Apr 15, 2020;Apr 16, 2020;1,286,117.50;724,554.50;44,582.50
Apr 16, 2020;Apr 17, 2020;1,283,078.25;885,590.00;50,384.25
Apr 17, 2020;Apr 18, 2020;1,239,522.50;917,565.25;51,658.25
Apr 18, 2020;Apr 19, 2020;1,091,603.25;674,291.00;42,745.50
Apr 19, 2020;Apr 20, 2020;1,051,298.75;422,319.75;50,862.00
Apr 20, 2020;Apr 21, 2020;1,290,292.25;401,575.00;61,804.25
Apr 21, 2020;Apr 22, 2020;1,335,448.00;347,529.75;59,344.00
Apr 22, 2020;Apr 23, 2020;1,315,453.75;485,607.50;51,851.25
Apr 23, 2020;Apr 24, 2020;1,281,030.00;867,972.75;55,166.00
Apr 24, 2020;Apr 25, 2020;1,259,882.50;710,229.25;48,036.00
Apr 25, 2020;Apr 26, 2020;1,107,875.50;685,359.75;45,692.75
Apr 26, 2020;Apr 27, 2020;1,025,635.50;744,892.75;35,724.75
Apr 27, 2020;Apr 28, 2020;1,241,718.75;926,680.00;49,642.75
Apr 28, 2020;Apr 29, 2020;1,280,053.75;1,004,336.25;34,058.75
Apr 29, 2020;Apr 30, 2020;1,297,323.50;980,321.25;39,721.25
Apr 30, 2020;May 1, 2020;1,289,382.50;727,370.50;54,061.25
May 1, 2020;May 2, 2020;1,053,975.75;502,736.75;38,918.25
May 2, 2020;May 3, 2020;1,074,529.50;583,738.25;51,174.75
May 3, 2020;May 4, 2020;1,020,736.75;699,472.50;44,213.00
May 4, 2020;May 5, 2020;1,269,074.00;957,359.75;39,767.50
May 5, 2020;May 6, 2020;1,311,235.00;872,572.50;37,211.75
May 6, 2020;May 7, 2020;1,308,255.25;809,062.25;43,041.25
May 7, 2020;May 8, 2020;1,290,654.75;897,632.25;40,620.50
May 8, 2020;May 9, 2020;1,244,479.00;924,522.25;50,162.75
May 9, 2020;May 10, 2020;1,074,073.00;801,457.00;35,639.75
May 10, 2020;May 11, 2020;1,018,154.00;605,952.75;30,274.50
May 11, 2020;May 12, 2020;1,340,542.75;620,811.00;42,851.00
May 12, 2020;May 13, 2020;1,334,331.00;826,378.25;28,410.25
May 13, 2020;May 14, 2020;1,310,532.75;989,823.25;33,138.75
May 14, 2020;May 15, 2020;1,311,900.75;930,877.00;36,411.00
May 15, 2020;May 16, 2020;1,304,613.75;823,970.25;39,275.00
May 16, 2020;May 17, 2020;1,128,912.25;596,913.00;44,557.25
May 17, 2020;May 18, 2020;1,051,365.50;481,614.75;41,248.25
May 18, 2020;May 19, 2020;1,283,279.50;754,060.50;38,993.75
May 19, 2020;May 20, 2020;1,308,736.75;888,618.50;36,304.75
May 20, 2020;May 21, 2020;1,249,323.00;1,027,717.50;43,387.50
May 21, 2020;May 22, 2020;1,020,026.25;691,928.50;45,565.00
May 22, 2020;May 23, 2020;1,157,846.50;686,135.75;44,409.50
May 23, 2020;May 24, 2020;1,109,886.50;561,559.75;38,038.25
May 24, 2020;May 25, 2020;1,056,430.50;363,489.75;51,579.00
May 25, 2020;May 26, 2020;1,294,088.00;729,379.75;38,270.75
May 26, 2020;May 27, 2020;1,279,348.00;1,007,831.00;43,593.50
May 27, 2020;May 28, 2020;1,297,417.25;912,019.50;42,253.00
May 28, 2020;May 29, 2020;1,295,629.75;796,208.50;35,545.75
May 29, 2020;May 30, 2020;1,235,247.25;847,331.00;31,710.50
May 30, 2020;May 31, 2020;1,076,472.25;604,963.25;38,602.75
May 31, 2020;Jun 1, 2020;998,211.25;455,212.75;50,657.00
Jun 1, 2020;Jun 2, 2020;984,201.50;435,045.75;35,746.00
Jun 2, 2020;Jun 3, 2020;1,254,466.00;867,007.50;34,886.25
Jun 3, 2020;Jun 4, 2020;1,295,304.75;893,429.00;39,824.00
Jun 4, 2020;Jun 5, 2020;1,331,891.00;998,275.00;36,494.00
Jun 5, 2020;Jun 6, 2020;1,309,912.25;730,325.50;35,333.00
Jun 6, 2020;Jun 7, 2020;1,146,271.00;461,028.50;45,848.50
Jun 7, 2020;Jun 8, 2020;1,037,575.50;637,308.00;34,333.50
Jun 8, 2020;Jun 9, 2020;1,257,324.00;1,020,133.00;28,602.50
Jun 9, 2020;Jun 10, 2020;1,294,297.25;1,078,231.75;28,652.25
Jun 10, 2020;Jun 11, 2020;1,290,867.75;1,045,369.00;27,268.50
Jun 11, 2020;Jun 12, 2020;1,138,545.50;783,065.75;27,280.75
Jun 12, 2020;Jun 13, 2020;1,191,357.00;666,656.75;33,069.00
Jun 13, 2020;Jun 14, 2020;1,101,344.50;582,375.50;31,205.00
Jun 14, 2020;Jun 15, 2020;1,046,254.50;679,385.25;32,288.75
Jun 15, 2020;Jun 16, 2020;1,264,922.75;978,692.00;26,038.25
Jun 16, 2020;Jun 17, 2020;1,299,620.50;1,108,329.25;23,268.50
Jun 17, 2020;Jun 18, 2020;1,302,139.00;1,031,926.75;28,338.00
Jun 18, 2020;Jun 19, 2020;1,308,945.00;991,779.25;22,435.00
Jun 19, 2020;Jun 20, 2020;1,260,279.75;968,634.25;23,814.50
Jun 20, 2020;Jun 21, 2020;1,096,978.75;676,268.25;25,043.75
Jun 21, 2020;Jun 22, 2020;1,010,243.00;667,182.75;29,948.50
Jun 22, 2020;Jun 23, 2020;1,277,173.25;904,959.00;25,344.25
Jun 23, 2020;Jun 24, 2020;1,305,148.25;944,293.50;29,049.00
Jun 24, 2020;Jun 25, 2020;1,297,618.00;893,039.50;24,971.00
Jun 25, 2020;Jun 26, 2020;1,319,342.75;843,100.50;22,075.50
Jun 26, 2020;Jun 27, 2020;1,277,260.50;844,220.00;28,303.75
Jun 27, 2020;Jun 28, 2020;1,098,967.00;706,835.75;22,993.25
Jun 28, 2020;Jun 29, 2020;1,024,788.00;553,383.75;32,270.50
Jun 29, 2020;Jun 30, 2020;1,278,578.75;755,010.75;34,318.50
Jun 30, 2020;Jul 1, 2020;1,345,564.25;594,726.25;33,659.50
Jul 1, 2020;Jul 2, 2020;1,343,787.75;816,038.75;30,824.00
Jul 2, 2020;Jul 3, 2020;1,326,449.00;968,606.75;29,845.50
Jul 3, 2020;Jul 4, 2020;1,273,480.25;829,805.00;32,326.25
Jul 4, 2020;Jul 5, 2020;1,146,696.75;339,043.50;46,020.75
Jul 5, 2020;Jul 6, 2020;1,092,082.25;281,292.00;42,876.50
Jul 6, 2020;Jul 7, 2020;1,350,094.50;469,143.75;41,619.75
Jul 7, 2020;Jul 8, 2020;1,348,948.50;813,915.00;37,398.75
Jul 8, 2020;Jul 9, 2020;1,341,769.00;1,060,364.50;32,026.75
Jul 9, 2020;Jul 10, 2020;1,342,404.25;1,010,757.00;34,990.50
Jul 10, 2020;Jul 11, 2020;1,305,504.75;783,552.50;37,502.00
Jul 11, 2020;Jul 12, 2020;1,106,831.75;716,841.00;31,635.75
Jul 12, 2020;Jul 13, 2020;1,008,932.75;640,164.25;38,114.00
Jul 13, 2020;Jul 14, 2020;1,253,498.25;915,121.75;28,123.00
Jul 14, 2020;Jul 15, 2020;1,306,176.75;981,465.75;22,325.25
Jul 15, 2020;Jul 16, 2020;1,321,229.75;1,137,831.50;33,849.50
Jul 16, 2020;Jul 17, 2020;1,324,149.50;1,163,317.00;29,382.75
Jul 17, 2020;Jul 18, 2020;1,268,278.75;1,039,079.25;31,735.25
Jul 18, 2020;Jul 19, 2020;1,065,356.75;816,572.75;28,933.75
Jul 19, 2020;Jul 20, 2020;987,707.75;691,604.25;41,207.50
Jul 20, 2020;Jul 21, 2020;1,258,923.00;890,666.00;22,236.75
Jul 21, 2020;Jul 22, 2020;1,292,064.25;899,232.25;29,970.00
Jul 22, 2020;Jul 23, 2020;1,300,019.25;968,028.50;24,290.50
Jul 23, 2020;Jul 24, 2020;1,284,342.25;952,537.50;31,721.00
Jul 24, 2020;Jul 25, 2020;1,276,307.75;841,556.50;39,578.50
Jul 25, 2020;Jul 26, 2020;1,070,527.00;736,527.75;26,475.25
Jul 26, 2020;Jul 27, 2020;1,013,541.75;514,960.25;40,058.75
Jul 27, 2020;Jul 28, 2020;1,246,314.00;847,133.25;35,038.00
Jul 28, 2020;Jul 29, 2020;1,336,843.50;596,097.00;42,967.50
Jul 29, 2020;Jul 30, 2020;1,315,511.75;658,894.75;38,275.75
Jul 30, 2020;Jul 31, 2020;1,291,804.25;880,695.25;43,134.50
Jul 31, 2020;Aug 1, 2020;1,256,594.25;906,314.50;38,816.75
Aug 1, 2020;Aug 2, 2020;1,103,753.50;662,369.00;41,283.75
Aug 2, 2020;Aug 3, 2020;1,012,595.00;764,699.25;32,804.50
Aug 3, 2020;Aug 4, 2020;1,238,505.50;1,015,952.50;37,626.75
Aug 4, 2020;Aug 5, 2020;1,260,023.25;1,021,233.25;30,467.00
Aug 5, 2020;Aug 6, 2020;1,281,377.25;804,394.50;43,759.75
Aug 6, 2020;Aug 7, 2020;1,281,133.50;898,423.75;42,433.00
Aug 7, 2020;Aug 8, 2020;1,269,533.75;941,374.50;43,305.50
Aug 8, 2020;Aug 9, 2020;1,106,628.75;806,707.50;34,239.25
Aug 9, 2020;Aug 10, 2020;1,035,966.00;691,915.25;35,440.50
Aug 10, 2020;Aug 11, 2020;1,319,017.25;917,902.00;38,994.75
Aug 11, 2020;Aug 12, 2020;1,383,396.00;867,760.25;42,160.25
Aug 12, 2020;Aug 13, 2020;1,369,744.00;847,143.75;41,097.75
Aug 13, 2020;Aug 14, 2020;1,361,549.25;997,581.50;38,691.00
Aug 14, 2020;Aug 15, 2020;1,311,818.00;1,081,541.50;39,680.25
Aug 15, 2020;Aug 16, 2020;1,095,809.75;872,161.25;31,118.25
Aug 16, 2020;Aug 17, 2020;1,037,848.00;686,360.00;41,170.25
Aug 17, 2020;Aug 18, 2020;1,306,532.75;1,038,444.25;26,884.00
Aug 18, 2020;Aug 19, 2020;1,327,285.50;1,076,385.25;41,175.00
Aug 19, 2020;Aug 20, 2020;1,321,148.50;1,043,362.25;36,573.50
Aug 20, 2020;Aug 21, 2020;1,347,000.00;957,660.50;38,135.50
Aug 21, 2020;Aug 22, 2020;1,350,553.50;807,980.75;38,152.50
Aug 22, 2020;Aug 23, 2020;1,146,892.25;593,114.50;33,748.25
Aug 23, 2020;Aug 24, 2020;1,063,843.50;438,651.50;38,554.75
Aug 24, 2020;Aug 25, 2020;1,297,230.50;922,058.00;30,585.25
Aug 25, 2020;Aug 26, 2020;1,341,650.00;894,666.50;24,110.50
Aug 26, 2020;Aug 27, 2020;1,421,388.25;362,511.00;50,809.00
Aug 27, 2020;Aug 28, 2020;1,356,990.25;856,865.25;28,229.50
Aug 28, 2020;Aug 29, 2020;1,312,625.00;854,477.00;36,483.25
Aug 29, 2020;Aug 30, 2020;1,110,745.25;776,188.25;45,012.00
Aug 30, 2020;Aug 31, 2020;1,025,637.50;786,120.50;35,300.25
Aug 31, 2020;Sep 1, 2020;1,307,669.50;1,061,553.00;31,036.25
Sep 1, 2020;Sep 2, 2020;1,341,915.00;1,123,844.00;31,722.00
Sep 2, 2020;Sep 3, 2020;1,347,542.25;1,117,548.00;35,925.75
Sep 3, 2020;Sep 4, 2020;1,360,295.25;879,798.25;30,435.00
Sep 4, 2020;Sep 5, 2020;1,330,948.50;869,357.00;37,964.00
Sep 5, 2020;Sep 6, 2020;1,129,940.75;723,710.00;29,863.25
Sep 6, 2020;Sep 7, 2020;1,047,115.00;715,546.75;35,872.00
Sep 7, 2020;Sep 8, 2020;1,310,426.50;994,593.75;31,433.75
Sep 8, 2020;Sep 9, 2020;1,387,220.25;840,937.75;37,894.00
Sep 9, 2020;Sep 10, 2020;1,395,876.00;865,335.75;38,963.75
Sep 10, 2020;Sep 11, 2020;1,372,406.50;1,055,708.00;33,959.75
Sep 11, 2020;Sep 12, 2020;1,314,589.25;1,009,027.75;36,454.25
Sep 12, 2020;Sep 13, 2020;1,155,780.75;639,855.25;35,449.50
Sep 13, 2020;Sep 14, 2020;1,059,578.50;586,677.25;41,533.00
Sep 14, 2020;Sep 15, 2020;1,319,987.25;1,026,243.00;31,132.75
Sep 15, 2020;Sep 16, 2020;1,368,542.25;1,103,608.50;39,594.25
Sep 16, 2020;Sep 17, 2020;1,395,941.75;1,014,612.75;34,538.25
Sep 17, 2020;Sep 18, 2020;1,380,957.75;897,950.50;33,260.00
Sep 18, 2020;Sep 19, 2020;1,324,497.00;864,262.50;44,418.00
Sep 19, 2020;Sep 20, 2020;1,125,720.25;677,108.25;29,943.25
Sep 20, 2020;Sep 21, 2020;1,034,706.25;667,804.25;31,894.25
Sep 21, 2020;Sep 22, 2020;1,311,192.25;1,064,830.75;31,632.75
Sep 22, 2020;Sep 23, 2020;1,356,303.00;1,144,243.75;32,923.50
Sep 23, 2020;Sep 24, 2020;1,369,945.75;1,038,160.00;35,268.00
Sep 24, 2020;Sep 25, 2020;1,385,763.00;736,130.50;48,020.75
Sep 25, 2020;Sep 26, 2020;1,350,718.25;962,962.75;42,073.50
Sep 26, 2020;Sep 27, 2020;1,188,984.25;786,028.25;35,687.25
Sep 27, 2020;Sep 28, 2020;1,090,950.50;775,170.75;39,070.00
Sep 28, 2020;Sep 29, 2020;1,350,140.75;1,159,918.75;36,181.50
Sep 29, 2020;Sep 30, 2020;1,386,296.00;1,222,364.50;36,935.25
Sep 30, 2020;Oct 1, 2020;1,381,783.00;1,160,631.00;32,089.25
Oct 1, 2020;Oct 2, 2020;1,409,688.25;953,031.00;37,274.00
Oct 2, 2020;Oct 3, 2020;1,398,224.25;860,959.50;34,505.00
Oct 3, 2020;Oct 4, 2020;1,171,258.00;515,332.00;42,416.25
Oct 4, 2020;Oct 5, 2020;1,125,177.50;439,136.25;50,704.00
Oct 5, 2020;Oct 6, 2020;1,413,087.25;830,139.75;40,338.50
Oct 6, 2020;Oct 7, 2020;1,480,390.25;800,524.00;45,044.50
Oct 7, 2020;Oct 8, 2020;1,459,503.00;898,102.50;38,913.25
Oct 8, 2020;Oct 9, 2020;1,496,130.75;710,782.25;43,687.50
Oct 9, 2020;Oct 10, 2020;1,407,488.25;1,008,530.75;36,160.00
Oct 10, 2020;Oct 11, 2020;1,223,043.25;743,273.75;34,512.00
Oct 11, 2020;Oct 12, 2020;1,141,834.00;732,406.50;43,394.75
